Ticket_ID,Call_Type_ID,Call_Type,Details,Create_Date,gateway,Jenis_Laporan,Nama_Nasabah,No_Rekening,Nominal,status,TanggalClosed,tanggalTransaksi,Chanel,Fitur,Nomor_Kartu,user_group,assgined_to,attachment_done,email,full_name,no_telepon,approver_login,approver_name,SLAResolution,submitter_login_id,submitter_user_group,user_login_name,Jenis_Produk,Last_Modified_By,Merchant_ID,Modified_Date,NOTAS,Produk,SLA_Status,TID,tanggalAttachmentDone,Tgl_Assigned,Tgl_Eskalasi,AnalisaSkils,Attachment_,Bank_BRI,Biaya_Admin,Suku_Bunga,Bunga,Butuh_Attachment,Cicilan,Hasil_Kunjungan,Log_Name,MMS_Ticket_Id,Mass_Ticket_Upload_Flag,Nama_Supervisor,Nama_TL,Nama_Wakabag,Nasabah_Prioritas,Notify_By,Organization,Output_Settlement,phone_survey,Return_Ticket,Settlement_By,Settlement_ID,Settlement,Site_User,Status_Return,Status_Transaksi,Submitter_Region,Submitter_SiteGroup,Submitter_User_group_ID,Tanggal_Settlement,Tgl_Foward,Tgl_In_Progress,Tgl_Returned,Ticket_Referensi,Tiket_Urgency,Tipe_Remark,UniqueID,users,Usergroup_ID
TTB000043833992,8812,Nasabah BRI gagal tarik tunai & terdebet di ATM BRI,nan,2023-01-01 07:09:26,Email,Complaint - Transaction,"Ir. Jaka Sihombing, M.Kom.",IRVI81281865085712,1000000.0,Closed,,,ATM BRI,Tarik Tunai,5221234567890120.0,LCC-ON US,,,,Waluyo Napitupulu,+62 (90) 941 4347,,Darman Gunawan,8,,,radit37,Transaction Solution,bricare_admin,,,,Transaction Banking,Met,,,,,,,BRI,,,,No,,,ckurniawan,,No,Lala Pratiwi,"Dr. Nova Hastuti, S.T.",Purwadi Oktaviani,,,Bank BRI,Insert Ticket Berhasil,,,ADMIN_DRONE,,Yes,,,Gagal,,,4,,,,,,,Notes,NBMB496204648450,Non Call,6
TTB000043833991,8812,Nasabah BRI gagal tarik tunai & terdebet di ATM BRI,nan,2023-01-01 07:09:22,Email,Complaint - Transaction,Elma Uyainah,EXCM23346705596775,1250000.0,Closed,,,ATM BRI,Tarik Tunai,5221234567890120.0,LCC-ON US,,,,Devi Nasyidah,0885582615,,"Siti Januar, S.T.",8,,,imamwidodo,Transaction Solution,bricare_admin,,,,Transaction Banking, Missed,,,,,,,BRI,,,,No,,,yunitaiswahyudi,,No,Betania Sihombing,"Tgk. Intan Dabukke, S.Sos","R.A. Ghaliyati Wibisono, S.IP",,,Bank BRI,Insert Ticket Berhasil,,,ADMIN_DRONE,,Yes,,,Berhasil,,,4,,,,,,,Notes,NBMB496204638045,Non Call,6
TTB000043833990,8812,Nasabah BRI gagal tarik tunai & terdebet di ATM BRI,nan,2023-01-01 07:09:19,Web,Complaint - Transaction,"Daru Pradana, S.Ked",PJYL92750494593499,100000.0,Closed,,,ATM BRI,Tarik Tunai,5221234567890120.0,LCC-ON US,,,,"drg. Intan Kuswandari, S.Farm",+62 (698) 797 0275,,Damu Hidayanto,8,,,hutasoitkezia,Transaction Solution,bricare_admin,,,,Transaction Banking,Met,,,,,,,BRI,,,,No,,,artawannarpati,,No,Fitria Suryatmi,Hj. Ulva Budiman,Kemba Novitasari,,,Bank BRI,Insert Ticket Berhasil,,,ADMIN_DRONE,,Yes,,,Gagal,,,4,,,,,,,Notes,NBMB496204634594,Non Call,6
TTB000043833987,8915,Gagal Setor Tunai di CRM BRI Via BRImo / Kartu Debit,nan,2023-01-01 07:08:42,Web,Complaint - Transaction,Ana Uwais,CSVX34699038937800,600000.0,Closed,,,CRM,Setor Tunai - gagal dengan Kartu Debit,5221234567890120.0,LCC-ON US,,,,Viktor Uyainah,+62-0480-162-3711,,Chelsea Waskita,10,,,rajataulva,Transaction Solution,bricare_admin,,,,Transaction Banking,Met,,,,,,,BRI,,,,No,,,ysihombing,,No,Puti Nova Natsir,Bagiya Wahyuni,Ira Usamah,,,Bank BRI,Insert Ticket Berhasil,,,ADMIN_DRONE,,Yes,,,Berhasil,,,4,,,,,,,Notes,NBMB496204555230,Non Call,6
TTB000043833984,8433,Pembayaran Tagihan Gagal; Saldo Berkurang,nan,2023-01-01 07:07:55,Facebook,Complaint - Transaction,Nalar Hastuti,PYEC22916522621753,280000.0,Closed,,,ATM BRI,Pembayaran,5221234567890120.0,LCC-ISSUER,,,,Belinda Budiman,+62 (0699) 719-7373,,Dewi Saragih,20,,,uastuti,Transaction Solution,bricare_admin,,,,Transaction Banking,Met,,,,,,,BRI,,,,No,,,adiarja97,,No,Hasna Adriansyah,Amalia Hartati,Luis Yuniar,,,Bank BRI,Insert Ticket Berhasil,,,428,,Yes,,,Gagal,,,4,,,,,,,Notes,NBMB496204454452,Non Call,1
TTB000043833971,8602,BRIMO,nan,2023-01-01 07:04:37,Phone,Platform & Device Support,"Puti Salimah Mulyani, S.I.Kom",MPSA21089119885028,0.0,Closed,,,Aplikasi,User ID terblokir,,LCC-CCTCALL,,,,Juli Sitorus,+62 (36) 793-1822,90022934.0,"R. Garda Prayoga, M.M.",20,90107912,LCC-CCTCALL,lnajmudin,Mobile Banking,90107912,,,,Servicing,Met,,,,,,Yes,BRI,1672531477.0,,,No,,,yance51,,No,Damar Yuniar,"R. Zulfa Mayasari, S.Psi",Paramita Marbun,No,,Bank BRI,,,,,,No,00229 -- Kas Kanpus,,,KAS KANPUS,Kas Kanpus,4,,,,,,,Notes,,Call,4
TTB000043833974,8812,Nasabah BRI gagal tarik tunai & terdebet di ATM BRI,nan,2023-01-01 07:04:28,Email,Complaint - Transaction,T. Hasta Prabowo,FYRS57110830177843,1000000.0,Closed,,,ATM BRI,Tarik Tunai,5221234567890120.0,LCC-ON US,,,,Eka Pradana,086 733 2348,,"Sutan Arta Simanjuntak, M.Ak",8,,,namagamahfud,Transaction Solution,bricare_admin,,,,Transaction Banking,Met,,,,,,,BRI,,,,No,,,mangunsongdarman,,No,Tami Hasanah,Omar Susanti,Omar Padmasari,,,Bank BRI,Insert Ticket Berhasil,,,ADMIN_DRONE,,Yes,,,Gagal,,,4,,,,,,,Notes,NBMB496204016908,Non Call,6
TTB000043833970,8413,Nasabah BRI gagal tarik tunai & terdebet di ATM Link,nan,2023-01-01 07:02:58,Facebook,Complaint - Transaction,Tantri Simbolon,YVVR06268371497381,500000.0,Closed,,,ATM BANK LAIN,Tarik Tunai-Terdebet,5221234567890120.0,LCC-ISSUER,,,,"Dt. Jaeman Budiyanto, M.Pd",+62 (0211) 565-3146,,Karman Wahyuni,14,,,nasim65,Transaction Solution,bricare_admin,,,,Transaction Banking,Met,,,,,,,BRI,,,,No,,,ginanugroho,,No,Melinda Nababan,Talia Yuniar,Farhunnisa Nababan,,,Bank BRI,Insert Ticket Berhasil,,,428,,Yes,,,Berhasil,,,4,,,,,,,Notes,NBMB496203828123,Non Call,1
TTB000043833969,8701,Blokir Kartu ATM karena kartu hilang,nan,2023-01-01 07:02:58,Email,Request,Nadia Siregar,XVIW24072640173239,0.0,Closed,,,,Blokir Kartu,5221234567890120.0,LCC-CCTCALL,,,,"R.M. Mumpuni Suartini, S.Pt",+62 (0385) 188 5109,90022934.0,"Eli Hutasoit, M.M.",20,90136579,LCC-CCTCALL,hartopermata,Kartu Debit,90136579,,,,Servicing,Met,,,,,,No,BRI,1672531378.0,,,No,,,usadaedi,,No,Manah Saragih,"KH. Kala Agustina, S.E.",KH. Luwar Wahyuni,No,,Bank BRI,,,,,,No,00229 -- Kas Kanpus,,,KAS KANPUS,Kas Kanpus,4,,,,,,,Notes,,Call,4
TTB000043833957,8410,Kegagalan TAC / Transfer Lainnya Lewat BRI,nan,2023-01-01 07:02:32,Twitter,Complaint - Transaction,"Rahman Ardianto, M.Pd",XYCM94769172343310,0.0,Closed,,,ATM BRI,Transfer,5221234567890120.0,LCC-ISSUER,,,,Puji Yuniar,+62-0432-766-4581,,Sakura Utama,10,90150386,LCC-CCTCALL,hasim31,Transaction Solution,90150386,,,,Transaction Banking,Met,,,,,,No,BRI,1672531352.0,,,No,,,waluyodacin,,No,"Dr. Vera Saefullah, M.Pd",Humaira Rahayu,"Panji Putra, S.Psi",No,,Bank BRI,,,,,,Yes,00229 -- Kas Kanpus,,,KAS KANPUS,Kas Kanpus,4,,,,,,,Notes,,Call,1
TTB000043833657,8701,Blokir Kartu ATM karena kartu hilang,nan,2023-01-01 07:01:37,Twitter,Request,"Unjani Mayasari, S.E.I",LDRY79560260114303,0.0,Closed,,,,Blokir Kartu,5221234567890120.0,LCC-CCTCALL,,,,Viman Zulaika,+62 (476) 377-9195,,Zulfa Wibowo,20,60668,LCC-CCTCALL,widyaprasetya,Kartu Debit,60668,,,,Servicing,Met,,,,,,,BRI,,,,No,,,kenesiswahyudi,,No,KH. Legawa Hartati,"Puti Aurora Melani, S.Farm",Garang Ramadan,No,,Bank BRI,,,,,,No,00196 -- KANWIL Semarang,,,Semarang,KANWIL Semarang,4,,,,,,,Notes,,Call,4
TTB000043833967,8812,Nasabah BRI gagal tarik tunai & terdebet di ATM BRI,nan,2023-01-01 07:01:32,Facebook,Complaint - Transaction,Harto Wahyuni,EDPG08608079140067,100000.0,Closed,,,ATM BRI,Tarik Tunai,5221234567890120.0,LCC-ON US,,,,R. Calista Maryadi,+62 (20) 759 1651,,"Endah Iswahyudi, S.I.Kom",8,,,pia41,Transaction Solution,bricare_admin,,,,Transaction Banking,Met,,,,,,,BRI,,,,No,,,lprasetya,,No,Shania Permata,"Tgk. Usman Gunarto, M.M.",Drs. Eva Mansur,,,Bank BRI,Insert Ticket Berhasil,,,ADMIN_DRONE,,Yes,,,Gagal,,,4,,,,,,,Notes,NBMB496203650298,Non Call,6
TTB000043833958,8501,Pengajuan PIN baru (Pin salah),nan,2023-01-01 07:00:32,Email,Request,"Gamani Sihombing, M.Farm",SJUC82163105551094,0.0,Closed,,,ATM BRI,PIN,,LCC-CCTCALL,,,,"Aisyah Haryanto, S.Pd",+62-0993-387-9729,90022934.0,Labuh Winarsih,20,SMG61063,00196 -- KANWIL Semarang,irawanusman,Kartu Debit,SMG61063,,,,Servicing,Met,,,,,,No,BRI,1672531232.0,,,No,,,karmanwaluyo,,No,"Sutan Eja Lailasari, S.Kom",Usyi Wibisono,"Empluk Pertiwi, S.Kom",,,Bank BRI,,,,,,No,00196 -- KANWIL Semarang,,,Semarang,KANWIL Semarang,2696,,,,,,,Notes,,Call,4
TTB000043833964,8202,Informasi Product Banking,nan,2023-01-01 07:03:03,Twitter,Products / Promotion Inquiry,"Maria Lailasari, M.M.",JRGX11609313655339,0.0,Closed,,,,,,LCC-CCTCALL,,,,Estiawan Lestari,+62-074-665-7160,90022934.0,Kani Farida,20,90141476,LCC-CCTCALL,handriani,"Informasi Promo, Program, Produk",90141476,,,,Servicing,Met,,,,,,No,BRI,1672531383.0,,,No,,,waluyo64,,No,"Sutan Banawa Halimah, M.Kom.","Hardana Suryono, S.Farm",Aditya Santoso,,,Bank BRI,,,,,,No,00229 -- Kas Kanpus,,,KAS KANPUS,Kas Kanpus,4,,,,,,,Notes,,Call,4
